年月,熊本_日最高気温の平均(℃),品質情報,熊本_日最低気温の平均(℃),品質情報,熊本_猛暑日数(日),品質情報,熊本_熱帯夜日数(日),品質情報,熊本_降水量の合計(mm),現象なし情報,品質情報,熊本_日照時間(時間),現象なし情報,品質情報,札幌_日最高気温の平均(℃),品質情報,札幌_日最低気温の平均(℃),品質情報,札幌_猛暑日数(日),品質情報,札幌_熱帯夜日数(日),品質情報,札幌_降水量の合計(mm),現象なし情報,品質情報,札幌_日照時間(時間),現象なし情報,品質情報,伊良湖_日最高気温の平均(℃),品質情報,伊良湖_日最低気温の平均(℃),品質情報,伊良湖_猛暑日数(日),品質情報,伊良湖_熱帯夜日数(日),品質情報,伊良湖_降水量の合計(mm),現象なし情報,品質情報,伊良湖_日照時間(時間),現象なし情報,品質情報,水戸_日最高気温の平均(℃),品質情報,水戸_日最低気温の平均(℃),品質情報,水戸_猛暑日数(日),品質情報,水戸_熱帯夜日数(日),品質情報,水戸_降水量の合計(mm),現象なし情報,品質情報,水戸_日照時間(時間),現象なし情報,品質情報,千葉_日最高気温の平均(℃),品質情報,千葉_日最低気温の平均(℃),品質情報,千葉_猛暑日数(日),品質情報,千葉_熱帯夜日数(日),品質情報,千葉_降水量の合計(mm),現象なし情報,品質情報,千葉_日照時間(時間),現象なし情報,品質情報
2023/6,28.5,8,20.8,8,0,8,1,8,262.5,0,8,122.5,0,8,24.2,8,15.2,8,0,8,0,8,133.5,0,8,215.3,0,8,26.8,8,19.8,8,0,8,0,8,585.0,0,8,134.4,0,8,26.5,8,18.4,8,0,8,0,8,423.0,0,8,159.3,0,8,27.6,8,20.4,8,0,8,1,8,253.5,0,8,145.6,0,8
2023/7,32.6,8,25.0,8,9,8,18,8,507.5,0,8,157.8,0,8,27.8,8,20.7,8,0,8,1,8,61.5,0,8,171.6,0,8,32.6,8,24.0,8,4,8,10,8,71.5,0,8,273.6,0,8,32.3,8,23.0,8,7,8,4,8,106.5,0,8,259.5,0,8,32.4,8,25.3,8,4,8,19,8,54.5,0,8,267.1,0,8
2023/8,34.3,8,25.8,8,13,8,22,8,143.5,0,8,189.6,0,8,30.9,8,23.7,8,3,8,6,8,69.5,0,8,175.5,0,8,32.2,8,25.9,8,1,8,27,8,343.5,0,8,234.8,0,8,33.2,8,25.0,8,7,8,21,8,84.0,0,8,251.7,0,8,33.8,8,26.7,8,3,8,30,8,62.0,0,8,258.4,0,8
2023/9,32.2,8,23.5,8,2,8,3,8,49.5,0,8,194.5,0,8,25.5,8,17.9,8,0,8,0,8,146.0,0,8,144.1,0,8,30.7,8,23.6,8,0,8,5,8,171.5,0,8,203.8,0,8,30.2,8,22.3,8,0,8,2,8,257.5,0,8,170.3,0,8,30.7,8,24.3,8,0,8,17,8,292.5,0,8,169.4,0,8
2023/10,25.1,8,13.9,8,0,8,0,8,23.5,0,8,229.2,0,8,17.9,8,9.3,8,0,8,0,8,88.5,0,8,177.3,0,8,23.1,8,15.2,8,0,8,0,8,162.5,0,8,212.3,0,8,22.6,8,11.9,8,0,8,0,8,136.0,0,8,214.6,0,8,23.8,8,16.0,8,0,8,0,8,110.0,0,8,206.9,0,8
2023/11,19.7,8,9.0,8,0,8,0,8,51.0,0,8,192.6,0,8,10.3,8,2.9,8,0,8,0,8,126.5,0,8,105.6,0,8,18.5,8,11.0,8,0,8,0,8,100.0,0,8,178.0,0,8,18.2,8,7.3,8,0,8,0,8,70.5,0,8,177.1,0,8,19.3,8,11.7,8,0,8,0,8,49.5,0,8,176.9,0,8
2023/12,14.0,8,4.3,8,0,8,0,8,48.5,0,8,134.2,0,8,2.2,8,-3.7,8,0,8,0,8,47.0,0,8,108.1,0,8,13.2,8,5.6,8,0,8,0,8,76.0,0,8,192.8,0,8,13.3,8,1.7,8,0,8,0,8,23.5,0,8,186.5,0,8,14.4,8,6.2,8,0,8,0,8,27.5,0,8,195.9,0,8
2024/1,12.7,8,2.6,8,0,8,0,8,20.0,0,8,161.0,0,8,1.1,8,-4.9,8,0,8,0,8,153.5,0,8,81.0,0,8,10.8,8,3.5,8,0,8,0,8,38.0,0,8,185.6,0,8,11.4,8,-0.4,8,0,8,0,8,54.5,0,8,205.0,0,8,12.0,8,3.8,8,0,8,0,8,38.0,0,8,206.6,0,8
2024/2,15.2,8,6.3,8,0,8,0,8,181.5,0,8,121.3,0,8,1.5,8,-5.1,8,0,8,0,8,117.0,0,8,127.6,0,8,12.8,8,5.6,8,0,8,0,8,106.5,0,8,116.6,0,5,12.0,8,0.9,8,0,8,0,8,60.0,0,8,170.4,0,8,12.3,8,4.7,8,0,8,0,8,59.5,0,8,148.2,0,8
2024/3,16.7,8,7.2,8,0,8,0,8,310.0,0,8,188.1,0,8,4.2,8,-2.7,8,0,8,0,8,67.5,0,8,181.7,0,8,13.5,8,5.6,8,0,8,0,8,191.0,0,8,204.0,0,8,13.8,8,2.2,8,0,8,0,8,155.0,0,8,208.8,0,8,14.3,8,6.1,8,0,8,0,8,154.0,0,8,191.0,0,8
2024/4,23.1,8,14.5,8,0,8,0,8,204.5,0,8,119.6,0,8,15.7,8,6.5,8,0,8,0,8,34.5,0,8,206.9,0,8,20.9,8,13.4,8,0,8,0,8,170.5,0,8,172.4,0,8,20.6,8,10.9,8,0,8,0,8,76.5,0,8,159.8,0,8,21.0,8,13.8,8,0,8,0,8,103.0,0,8,143.5,0,8
2024/5,26.5,8,15.6,8,0,8,0,8,266.0,0,8,201.9,0,8,19.1,8,9.8,8,0,8,0,8,40.0,0,8,214.6,0,8,23.4,8,15.1,8,0,8,0,8,222.0,0,8,209.9,0,8,24.2,8,13.7,8,0,8,0,8,174.0,0,8,197.6,0,8,24.1,8,16.4,8,0,8,0,8,230.5,0,8,182.7,0,8
2024/6,28.5,8,20.5,8,0,8,1,8,429.5,0,8,135.1,0,8,23.9,8,15.1,8,0,8,0,8,38.0,0,8,202.4,0,8,27.1,8,19.8,8,0,8,0,8,261.0,0,8,180.2,0,8,26.8,8,18.3,8,0,8,0,8,176.0,0,8,196.6,0,8,27.3,8,20.2,8,0,8,0,8,326.5,0,8,164.8,0,8
2024/7,33.2,8,25.9,8,11,8,22,8,300.5,0,8,201.9,0,8,28.0,8,20.1,8,0,8,1,8,144.0,0,8,190.9,0,8,33.2,8,25.3,8,11,8,18,8,87.5,0,8,260.1,0,8,32.3,8,23.8,8,8,8,8,8,152.5,0,8,196.1,0,8,32.9,8,25.9,8,5,8,22,8,169.0,0,8,197.2,0,8
2024/8,36.2,8,26.6,8,26,8,28,8,282.0,0,8,265.0,0,8,28.4,8,21.7,8,0,8,1,8,102.5,0,8,133.7,0,8,34.0,8,26.2,8,15,8,25,8,421.0,0,8,268.5,0,8,32.4,8,25.0,8,3,8,18,8,259.0,0,8,194.6,0,8,33.3,8,26.5,8,4,8,31,8,231.0,0,8,203.2,0,8
2024/9,34.3,8,24.7,8,14,8,15,8,139.5,0,8,229.7,0,8,24.5,8,15.7,8,0,8,0,8,74.5,0,8,212.3,0,8,31.4,8,24.4,8,0,8,12,8,98.5,0,8,212.3,0,8,29.7,8,22.2,8,0,8,3,8,155.0,0,8,169.3,0,8,30.6,8,24.3,8,0,8,15,8,72.0,0,8,178.1,0,8
2024/10,26.9,8,18.7,8,0,8,0,8,143.0,0,8,131.3,0,8,18.3,8,9.0,8,0,8,0,8,160.0,0,8,178.4,0,8,25.3,8,18.8,8,0,8,0,8,272.0,0,8,126.5,0,8,23.9,8,15.5,8,0,8,0,8,170.5,0,8,115.3,0,8,24.8,8,17.9,8,0,8,0,8,166.0,0,8,116.3,0,8
2024/11,20.4,8,11.6,8,0,8,0,8,144.5,0,8,156.0,0,8,9.6,8,2.0,8,0,8,0,8,134.0,0,8,98.7,0,8,18.9,8,12.4,8,0,8,0,8,101.0,0,8,162.6,0,8,17.9,8,7.2,8,0,8,0,8,115.0,0,8,186.6,0,8,18.2,8,11.0,8,0,8,0,8,84.5,0,8,158.3,0,8
2024/12,12.6,8,3.1,8,0,8,0,8,6.0,0,8,160.9,0,8,0.7,8,-4.6,8,0,8,0,8,54.5,0,8,91.3,0,5,12.1,8,5.4,8,0,8,0,8,0.5,0,8,199.3,0,8,12.6,8,-0.4,8,0,8,0,8,0.0,0,8,239.5,0,8,13.5,8,4.8,8,0,8,0,8,0.5,0,8,241.8,0,8
